,Type,ST,STNAME,COUNTY/METRO,Total households (2012-2016),Renter households (2012-2016),% of total households that are renters (2012-2016),Minimum wage,Estimated mean renter wage,SSI monthly payment,Zero bedroom FMR,One bedroom FMR,Two bedroom FMR,Three bedroom FMR,Four bedroom FMR,Annual AMI,30% of AMI ,Estimated renter median income,Rent affordable at renter median income,Rent affordable at 30% of AMI,Rent affordable with full-time job paying min wage,Rent affordable with full-time job paying mean renter wage,Rent affordable to SSI recipient,Income needed to afford 0 bdrm FMR,Income needed to afford 1 bdrm FMR,Income needed to afford 2 bdrm FMR,Income needed to afford 3 bdrm FMR,Income needed to afford 4 bdrm FMR,Housing Wage for 0 bdrm FMR,Housing Wage for 1 bdrm FMR,Housing Wage for 2 bdrm FMR,Housing Wage for 3 bdrm FMR,Housing Wage for 4 bdrm FMR,Work hours per week at min. wage needed to afford 0 bdrm FMR,Work hours per week at min. wage needed to afford 1 bdrm FMR,Work hours per week at min. wage needed to afford 2 bdrm FMR,Work hours per week at min. wage needed to afford 3 bdrm FMR,Work hours per week at min. wage needed to afford 4 bdrm FMR,Work hours per week at mean renter wage needed to afford 0 bdrm FMR,Work hours per week at mean renter wage needed to afford 1 bdrm FMR,Work hours per week at mean renter wage needed to afford 2 bdrm FMR,Work hours per week at mean renter wage needed to afford 3 bdrm FMR,Work hours per week at mean renter wage needed to afford 4 bdrm FMR
COUNTY,4,SD,South Dakota,Hutchinson County,2875,701,24,8.85,9.31,750,443,498,662,830,902,64000,19200,26326,658,480,460,484,225,17720,19920,26480,33200,36080,8.52,9.58,12.73,15.96,17.35,39,43,58,72,78,37,41,55,69,75
COUNTY,4,SD,South Dakota,Hyde County,578,116,20,8.85,18.75,750,441,496,660,876,899,76500,22950,50668,1267,574,460,975,225,17640,19840,26400,35040,35960,8.48,9.54,12.69,16.85,17.29,38,43,57,76,78,18,20,27,36,37
COUNTY,4,SD,South Dakota,Jackson County,994,377,38,8.85,7.32,750,441,496,660,960,1039,50400,15120,32090,802,378,460,381,225,17640,19840,26400,38400,41560,8.48,9.54,12.69,18.46,19.98,38,43,57,83,90,46,52,69,101,109
COUNTY,4,SD,South Dakota,Jerauld County,868,230,26,8.85,14.47,750,441,575,660,896,899,66300,19890,43207,1080,497,460,752,225,17640,23000,26400,35840,35960,8.48,11.06,12.69,17.23,17.29,38,50,57,78,78,23,31,35,48,48
COUNTY,4,SD,South Dakota,Jones County,419,129,31,8.85,8.47,750,441,496,660,858,899,56400,16920,25055,626,423,460,440,225,17640,19840,26400,34320,35960,8.48,9.54,12.69,16.5,17.29,38,43,57,75,78,40,45,60,78,82
COUNTY,4,SD,South Dakota,Kingsbury County,2331,495,21,8.85,7.26,750,441,496,660,960,1085,69200,20760,23061,577,519,460,377,225,17640,19840,26400,38400,43400,8.48,9.54,12.69,18.46,20.87,38,43,57,83,94,47,53,70,102,115
COUNTY,4,SD,South Dakota,Lake County,4696,1150,24,8.85,8.65,750,441,575,660,960,1162,76300,22890,27420,685,572,460,450,225,17640,23000,26400,38400,46480,8.48,11.06,12.69,18.46,22.35,38,50,57,83,101,39,51,59,85,103
COUNTY,4,SD,South Dakota,Lawrence County,10750,3738,35,8.85,9.66,750,480,528,669,973,1178,69600,20880,30202,755,522,460,502,225,19200,21120,26760,38920,47120,9.23,10.15,12.87,18.71,22.65,42,46,58,85,102,38,42,53,77,94
COUNTY,4,SD,South Dakota,Lincoln County,18230,3943,22,8.85,13.22,750,535,639,781,1045,1217,78700,23610,44186,1105,590,460,687,225,21400,25560,31240,41800,48680,10.29,12.29,15.02,20.1,23.4,47,56,68,91,106,31,37,45,61,71
COUNTY,4,SD,South Dakota,Lyman County,1380,409,30,8.85,9.65,750,441,496,660,868,899,59300,17790,36772,919,445,460,502,225,17640,19840,26400,34720,35960,8.48,9.54,12.69,16.69,17.29,38,43,57,75,78,35,40,53,69,72
COUNTY,4,SD,South Dakota,McCook County,2210,505,23,8.85,10.42,750,535,639,781,1045,1217,78700,23610,35787,895,590,460,542,225,21400,25560,31240,41800,48680,10.29,12.29,15.02,20.1,23.4,47,56,68,91,106,40,47,58,77,90
COUNTY,4,SD,South Dakota,McPherson County,1004,247,25,8.85,10.68,750,515,580,771,1023,1050,53800,16140,30299,757,404,460,556,225,20600,23200,30840,40920,42000,9.9,11.15,14.83,19.67,20.19,45,50,67,89,91,37,42,56,74,76
COUNTY,4,SD,South Dakota,Marshall County,1737,508,29,8.85,10.35,750,441,496,660,876,899,67200,20160,31539,788,504,460,538,225,17640,19840,26400,35040,35960,8.48,9.54,12.69,16.85,17.29,38,43,57,76,78,33,37,49,65,67
COUNTY,4,SD,South Dakota,Meade County,10653,2941,28,8.85,11,750,496,600,739,1075,1216,64800,19440,35915,898,486,460,572,225,19840,24000,29560,43000,48640,9.54,11.54,14.21,20.67,23.38,43,52,64,93,106,35,42,52,75,85
COUNTY,4,SD,South Dakota,Mellette County,709,226,32,8.85,7.16,750,454,511,679,901,925,36100,10830,21436,536,271,460,373,225,18160,20440,27160,36040,37000,8.73,9.83,13.06,17.33,17.79,39,44,59,78,80,49,55,73,97,99
COUNTY,4,SD,South Dakota,Miner County,974,208,21,8.85,8.91,750,441,496,660,896,899,57400,17220,27512,688,431,460,463,225,17640,19840,26400,35840,35960,8.48,9.54,12.69,17.23,17.29,38,43,57,78,78,38,43,57,77,78
COUNTY,4,SD,South Dakota,Minnehaha County,71569,26143,37,8.85,13.36,750,535,639,781,1045,1217,78700,23610,33507,838,590,460,695,225,21400,25560,31240,41800,48680,10.29,12.29,15.02,20.1,23.4,47,56,68,91,106,31,37,45,60,70
COUNTY,4,SD,South Dakota,Moody County,2661,734,28,8.85,14.13,750,441,557,660,850,913,65500,19650,41155,1029,491,460,735,225,17640,22280,26400,34000,36520,8.48,10.71,12.69,16.35,17.56,38,48,57,74,79,24,30,36,46,50
COUNTY,4,SD,South Dakota,Oglala Lakota County,2932,1365,47,8.85,11.07,750,441,496,660,889,899,28600,8580,24035,601,215,460,576,225,17640,19840,26400,35560,35960,8.48,9.54,12.69,17.1,17.29,38,43,57,77,78,31,34,46,62,62
COUNTY,4,SD,South Dakota,Pennington County,42225,13764,33,8.85,11.62,750,614,676,899,1251,1491,70100,21030,31586,790,526,460,604,225,24560,27040,35960,50040,59640,11.81,13,17.29,24.06,28.67,53,59,78,109,130,41,45,59,83,99
COUNTY,4,SD,South Dakota,Perkins County,1294,384,30,8.85,9.89,750,441,496,660,827,899,60500,18150,30531,763,454,460,514,225,17640,19840,26400,33080,35960,8.48,9.54,12.69,15.9,17.29,38,43,57,72,78,34,39,51,64,70
COUNTY,4,SD,South Dakota,Potter County,1033,199,19,8.85,12.27,750,441,575,660,876,899,59000,17700,36233,906,443,460,638,225,17640,23000,26400,35040,35960,8.48,11.06,12.69,16.85,17.29,38,50,57,76,78,28,36,41,55,56
COUNTY,4,SD,South Dakota,Roberts County,3704,1139,31,8.85,9.3,750,441,511,660,871,899,60500,18150,31861,797,454,460,484,225,17640,20440,26400,34840,35960,8.48,9.83,12.69,16.75,17.29,38,44,57,76,78,36,42,55,72,74
COUNTY,4,SD,South Dakota,Sanborn County,1072,272,25,8.85,8.57,750,441,575,660,960,1113,66300,19890,27283,682,497,460,446,225,17640,23000,26400,38400,44520,8.48,11.06,12.69,18.46,21.4,38,50,57,83,97,40,52,59,86,100
COUNTY,4,SD,South Dakota,Spink County,2634,715,27,8.85,12.76,750,493,496,660,864,899,62700,18810,35987,900,470,460,663,225,19720,19840,26400,34560,35960,9.48,9.54,12.69,16.62,17.29,43,43,57,75,78,30,30,40,52,54
COUNTY,4,SD,South Dakota,Stanley County,1299,299,23,8.85,8.64,750,497,564,743,986,1012,71200,21360,31737,793,534,460,449,225,19880,22560,29720,39440,40480,9.56,10.85,14.29,18.96,19.46,43,49,65,86,88,44,50,66,88,90
COUNTY,4,SD,South Dakota,Sully County,592,140,24,8.85,15.08,750,441,496,660,872,899,82000,24600,51678,1292,615,460,784,225,17640,19840,26400,34880,35960,8.48,9.54,12.69,16.77,17.29,38,43,57,76,78,22,25,34,44,46
COUNTY,4,SD,South Dakota,Todd County,2746,1574,57,8.85,11.59,750,441,575,660,835,899,33400,10020,23715,593,251,460,603,225,17640,23000,26400,33400,35960,8.48,11.06,12.69,16.06,17.29,38,50,57,73,78,29,38,44,55,60
COUNTY,4,SD,South Dakota,Tripp County,2559,841,33,8.85,9.38,750,441,496,660,896,899,55700,16710,24700,618,418,460,488,225,17640,19840,26400,35840,35960,8.48,9.54,12.69,17.23,17.29,38,43,57,78,78,36,41,54,73,74
COUNTY,4,SD,South Dakota,Turner County,3471,779,22,8.85,9.37,750,535,639,781,1045,1217,78700,23610,30412,760,590,460,487,225,21400,25560,31240,41800,48680,10.29,12.29,15.02,20.1,23.4,47,56,68,91,106,44,52,64,86,100
COUNTY,4,SD,South Dakota,Union County,6037,1543,26,8.85,14.96,750,514,606,806,1011,1098,65100,19530,36940,924,488,460,778,225,20560,24240,32240,40440,43920,9.88,11.65,15.5,19.44,21.12,45,53,70,88,95,26,31,41,52,56
COUNTY,4,SD,South Dakota,Walworth County,2332,733,31,8.85,11.09,750,441,575,660,960,1053,65300,19590,32303,808,490,460,577,225,17640,23000,26400,38400,42120,8.48,11.06,12.69,18.46,20.25,38,50,57,83,92,31,40,46,67,73
COUNTY,4,SD,South Dakota,Yankton County,9035,2985,33,8.85,9.87,750,441,501,660,897,1069,66700,20010,25466,637,500,460,513,225,17640,20040,26400,35880,42760,8.48,9.63,12.69,17.25,20.56,38,44,57,78,93,34,39,51,70,83
COUNTY,4,SD,South Dakota,Ziebach County,792,387,49,8.85,9.95,750,441,496,660,934,978,37200,11160,23504,588,279,460,517,225,17640,19840,26400,37360,39120,8.48,9.54,12.69,17.96,18.81,38,43,57,81,85,34,38,51,72,76
STATE,1,TN,Tennessee,,2522204,849161,34,7.25,14.5,750,589,666,819,1092,1284,61644,18493,30437,761,462,377,754,225,23543,26639,32749,43691,51355,11.32,12.81,15.74,21.01,24.69,62,71,87,116,136,31,35,43,58,68
NONMETRO,2,TN,Tennessee,,583957,167080,29,7.25,10.97,750,477,512,642,869,973,49266,14780,24368,609,369,377,570,225,19097,20480,25677,34750,38909,9.18,9.85,12.34,16.71,18.71,51,54,68,92,103,33,36,45,61,68
METRO,3,TN,Tennessee,Campbell County HMFA,15902,4904,31,7.25,8.61,750,403,461,613,777,1080,41900,12570,18120,453,314,377,448,225,16120,18440,24520,31080,43200,7.75,8.87,11.79,14.94,20.77,43,49,65,82,115,36,41,55,69,97
METRO,3,TN,Tennessee,Chattanooga MSA,154077,53139,34,7.25,13.27,750,542,656,806,1053,1302,61700,18510,29584,740,463,377,690,225,21680,26240,32240,42120,52080,10.42,12.62,15.5,20.25,25.04,58,70,86,112,138,31,38,47,61,75
METRO,3,TN,Tennessee,Clarksville MSA,67090,27459,41,7.25,12.47,750,544,660,838,1169,1314,55400,16620,39436,986,416,377,649,225,21760,26400,33520,46760,52560,10.46,12.69,16.12,22.48,25.27,58,70,89,124,139,34,41,52,72,81
METRO,3,TN,Tennessee,Cleveland MSA,45944,15204,33,7.25,12.15,750,485,571,760,965,1213,59100,17730,28719,718,443,377,632,225,19400,22840,30400,38600,48520,9.33,10.98,14.62,18.56,23.33,51,61,81,102,129,31,36,48,61,77
METRO,3,TN,Tennessee,Crockett County HMFA,5446,1641,30,7.25,12.97,750,482,504,658,840,1149,46800,14040,25310,633,351,377,675,225,19280,20160,26320,33600,45960,9.27,9.69,12.65,16.15,22.1,51,53,70,89,122,29,30,39,50,68
METRO,3,TN,Tennessee,Grainger County HMFA,8865,1882,21,7.25,10.96,750,403,503,613,832,835,46500,13950,24273,607,349,377,570,225,16120,20120,24520,33280,33400,7.75,9.67,11.79,16,16.06,43,53,65,88,89,28,35,43,58,59
METRO,3,TN,Tennessee,Hickman County HMFA,8855,2101,24,7.25,8.87,750,533,603,739,927,1087,48000,14400,18576,464,360,377,461,225,21320,24120,29560,37080,43480,10.25,11.6,14.21,17.83,20.9,57,64,78,98,115,46,52,64,80,94
METRO,3,TN,Tennessee,Jackson HMFA,43190,15191,35,7.25,10.79,750,530,603,734,1019,1167,58600,17580,25319,633,440,377,561,225,21200,24120,29360,40760,46680,10.19,11.6,14.12,19.6,22.44,56,64,78,108,124,38,43,52,73,83
METRO,3,TN,Tennessee,Johnson City MSA,83809,26934,32,7.25,10.74,750,491,530,669,843,976,54100,16230,24708,618,406,377,559,225,19640,21200,26760,33720,39040,9.44,10.19,12.87,16.21,18.77,52,56,71,89,104,35,38,48,60,70
METRO,3,TN,Tennessee,Kingsport-Bristol-Bristol MSA,88897,23702,27,7.25,13.8,750,505,514,684,903,982,54800,16440,25456,636,411,377,718,225,20200,20560,27360,36120,39280,9.71,9.88,13.15,17.37,18.88,54,55,73,96,104,28,29,38,50,55
METRO,3,TN,Tennessee,Knoxville HMFA,288706,94241,33,7.25,13.48,750,549,694,846,1097,1417,66600,19980,29838,746,500,377,701,225,21960,27760,33840,43880,56680,10.56,13.35,16.27,21.1,27.25,58,74,90,116,150,31,40,48,63,81
METRO,3,TN,Tennessee,Macon County HMFA,8977,2379,27,7.25,11.93,750,445,480,617,812,960,44900,13470,26295,657,337,377,621,225,17800,19200,24680,32480,38400,8.56,9.23,11.87,15.62,18.46,47,51,65,86,102,29,31,40,52,62
METRO,3,TN,Tennessee,Maury County HMFA,32889,10633,32,7.25,14.37,750,576,649,766,1114,1208,61500,18450,32441,811,461,377,747,225,23040,25960,30640,44560,48320,11.08,12.48,14.73,21.42,23.23,61,69,81,118,128,31,35,41,60,65
METRO,3,TN,Tennessee,Memphis HMFA,386230,162722,42,7.25,16.15,750,628,705,833,1136,1316,64200,19260,30050,751,482,377,840,225,25120,28200,33320,45440,52640,12.08,13.56,16.02,21.85,25.31,67,75,88,121,140,30,34,40,54,63
METRO,3,TN,Tennessee,Morgan County HMFA,7221,1362,19,7.25,10.73,750,431,493,656,860,1078,48100,14430,25876,647,361,377,558,225,17240,19720,26240,34400,43120,8.29,9.48,12.62,16.54,20.73,46,52,70,91,114,31,35,47,62,77
METRO,3,TN,Tennessee,Morristown MSA,44209,13498,31,7.25,11.91,750,489,511,677,932,935,50900,15270,26886,672,382,377,619,225,19560,20440,27080,37280,37400,9.4,9.83,13.02,17.92,17.98,52,54,72,99,99,32,33,44,60,60
METRO,3,TN,Tennessee,Nashville-Davidson--Murfreesboro--Franklin HMFA,618853,217623,35,7.25,17.12,750,731,816,1002,1327,1564,74900,22470,37460,936,562,377,890,225,29240,32640,40080,53080,62560,14.06,15.69,19.27,25.52,30.08,78,87,106,141,166,33,37,45,60,70
METRO,3,TN,Tennessee,Roane County HMFA,21532,5472,25,7.25,15.13,750,495,566,753,944,1143,57600,17280,20580,515,432,377,787,225,19800,22640,30120,37760,45720,9.52,10.88,14.48,18.15,21.98,53,60,80,100,121,25,29,38,48,58
METRO,3,TN,Tennessee,Smith County HMFA,7555,1994,26,7.25,8.99,750,471,492,654,820,1074,57900,17370,21032,526,434,377,468,225,18840,19680,26160,32800,42960,9.06,9.46,12.58,15.77,20.65,50,52,69,87,114,40,42,56,70,92
COUNTY,4,TN,Tennessee,Anderson County,30660,10106,33,7.25,16.21,750,549,694,846,1097,1417,66600,19980,27186,680,500,377,843,225,21960,27760,33840,43880,56680,10.56,13.35,16.27,21.1,27.25,58,74,90,116,150,26,33,40,52,67
COUNTY,4,TN,Tennessee,Bedford County,17053,5588,33,7.25,13.46,750,519,601,709,971,1202,50500,15150,31202,780,379,377,700,225,20760,24040,28360,38840,48080,9.98,11.56,13.63,18.67,23.12,55,64,75,103,128,30,34,41,55,69
COUNTY,4,TN,Tennessee,Benton County,6786,1574,23,7.25,9.34,750,449,510,613,878,881,45700,13710,21691,542,343,377,486,225,17960,20400,24520,35120,35240,8.63,9.81,11.79,16.88,16.94,48,54,65,93,93,37,42,50,72,73
COUNTY,4,TN,Tennessee,Bledsoe County,4635,1155,25,7.25,9.8,750,449,528,613,769,903,46300,13890,25486,637,347,377,510,225,17960,21120,24520,30760,36120,8.63,10.15,11.79,14.79,17.37,48,56,65,82,96,35,41,48,60,71
COUNTY,4,TN,Tennessee,Blount County,49379,12484,25,7.25,13.32,750,549,694,846,1097,1417,66600,19980,29847,746,500,377,692,225,21960,27760,33840,43880,56680,10.56,13.35,16.27,21.1,27.25,58,74,90,116,150,32,40,49,63,82
COUNTY,4,TN,Tennessee,Bradley County,39178,13587,35,7.25,12.25,750,485,571,760,965,1213,59100,17730,28721,718,443,377,637,225,19400,22840,30400,38600,48520,9.33,10.98,14.62,18.56,23.33,51,61,81,102,129,30,36,48,61,76
COUNTY,4,TN,Tennessee,Campbell County,15902,4904,31,7.25,8.61,750,403,461,613,777,1080,41900,12570,18120,453,314,377,448,225,16120,18440,24520,31080,43200,7.75,8.87,11.79,14.94,20.77,43,49,65,82,115,36,41,55,69,97
COUNTY,4,TN,Tennessee,Cannon County,5392,1482,27,7.25,9.78,750,731,816,1002,1327,1564,74900,22470,26444,661,562,377,509,225,29240,32640,40080,53080,62560,14.06,15.69,19.27,25.52,30.08,78,87,106,141,166,57,64,79,104,123
COUNTY,4,TN,Tennessee,Carroll County,11363,3111,27,7.25,10.08,750,449,461,613,769,903,48600,14580,21918,548,365,377,524,225,17960,18440,24520,30760,36120,8.63,8.87,11.79,14.79,17.37,48,49,65,82,96,34,35,47,59,69
COUNTY,4,TN,Tennessee,Carter County,23772,6881,29,7.25,10.29,750,491,530,669,843,976,54100,16230,21542,539,406,377,535,225,19640,21200,26760,33720,39040,9.44,10.19,12.87,16.21,18.77,52,56,71,89,104,37,40,50,63,73
COUNTY,4,TN,Tennessee,Cheatham County,14543,3040,21,7.25,11.47,750,731,816,1002,1327,1564,74900,22470,30280,757,562,377,597,225,29240,32640,40080,53080,62560,14.06,15.69,19.27,25.52,30.08,78,87,106,141,166,49,55,67,89,105
COUNTY,4,TN,Tennessee,Chester County,6001,1633,27,7.25,10.8,750,530,603,734,1019,1167,58600,17580,27151,679,440,377,561,225,21200,24120,29360,40760,46680,10.19,11.6,14.12,19.6,22.44,56,64,78,108,124,38,43,52,73,83
COUNTY,4,TN,Tennessee,Claiborne County,12783,3722,29,7.25,9.71,750,449,489,613,769,1049,47000,14100,19159,479,353,377,505,225,17960,19560,24520,30760,41960,8.63,9.4,11.79,14.79,20.17,48,52,65,82,111,36,39,49,61,83
COUNTY,4,TN,Tennessee,Clay County,3151,763,24,7.25,9.37,750,449,476,613,850,903,38900,11670,17968,449,292,377,487,225,17960,19040,24520,34000,36120,8.63,9.15,11.79,16.35,17.37,48,51,65,90,96,37,39,50,70,74
COUNTY,4,TN,Tennessee,Cocke County,14564,4580,31,7.25,9.05,750,449,461,613,892,903,43100,12930,17521,438,323,377,470,225,17960,18440,24520,35680,36120,8.63,8.87,11.79,17.15,17.37,48,49,65,95,96,38,39,52,76,77
COUNTY,4,TN,Tennessee,Coffee County,21412,6873,32,7.25,15.36,750,434,512,681,910,935,52500,15750,33277,832,394,377,798,225,17360,20480,27240,36400,37400,8.35,9.85,13.1,17.5,17.98,46,54,72,97,99,22,26,34,46,47
COUNTY,4,TN,Tennessee,Crockett County,5446,1641,30,7.25,12.97,750,482,504,658,840,1149,46800,14040,25310,633,351,377,675,225,19280,20160,26320,33600,45960,9.27,9.69,12.65,16.15,22.1,51,53,70,89,122,29,30,39,50,68
COUNTY,4,TN,Tennessee,Cumberland County,24500,5320,22,7.25,9.33,750,491,494,657,846,895,47100,14130,23586,590,353,377,485,225,19640,19760,26280,33840,35800,9.44,9.5,12.63,16.27,17.21,52,52,70,90,95,40,41,54,70,74
COUNTY,4,TN,Tennessee,Davidson County,269078,123872,46,7.25,19.41,750,731,816,1002,1327,1564,74900,22470,36128,903,562,377,1009,225,29240,32640,40080,53080,62560,14.06,15.69,19.27,25.52,30.08,78,87,106,141,166,29,32,40,53,62
COUNTY,4,TN,Tennessee,Decatur County,4792,1166,24,7.25,8.75,750,452,534,613,804,903,49000,14700,18314,458,368,377,455,225,18080,21360,24520,32160,36120,8.69,10.27,11.79,15.46,17.37,48,57,65,85,96,40,47,54,71,79
COUNTY,4,TN,Tennessee,DeKalb County,7163,2325,32,7.25,13.97,750,449,461,613,892,903,47400,14220,30095,752,356,377,727,225,17960,18440,24520,35680,36120,8.63,8.87,11.79,17.15,17.37,48,49,65,95,96,25,25,34,49,50
COUNTY,4,TN,Tennessee,Dickson County,18876,5144,27,7.25,10.12,750,731,816,1002,1327,1564,74900,22470,26394,660,562,377,526,225,29240,32640,40080,53080,62560,14.06,15.69,19.27,25.52,30.08,78,87,106,141,166,56,62,76,101,119
COUNTY,4,TN,Tennessee,Dyer County,15036,5483,36,7.25,11.47,750,472,485,645,933,936,58200,17460,27525,688,437,377,596,225,18880,19400,25800,37320,37440,9.08,9.33,12.4,17.94,18,50,51,68,99,99,32,33,43,63,63
COUNTY,4,TN,Tennessee,Fayette County,14919,3086,21,7.25,10.15,750,628,705,833,1136,1316,64200,19260,26385,660,482,377,528,225,25120,28200,33320,45440,52640,12.08,13.56,16.02,21.85,25.31,67,75,88,121,140,48,53,63,86,100
COUNTY,4,TN,Tennessee,Fentress County,7390,1807,24,7.25,9.24,750,449,483,613,779,1032,39200,11760,19465,487,294,377,480,225,17960,19320,24520,31160,41280,8.63,9.29,11.79,14.98,19.85,48,51,65,83,109,37,40,51,65,86
COUNTY,4,TN,Tennessee,Franklin County,16345,4299,26,7.25,11.31,750,449,461,613,892,1070,53900,16170,30267,757,404,377,588,225,17960,18440,24520,35680,42800,8.63,8.87,11.79,17.15,20.58,48,49,65,95,114,31,31,42,61,73
COUNTY,4,TN,Tennessee,Gibson County,19406,5611,29,7.25,12.37,750,452,534,613,816,970,50500,15150,29052,726,379,377,643,225,18080,21360,24520,32640,38800,8.69,10.27,11.79,15.69,18.65,48,57,65,87,103,28,33,38,51,60
COUNTY,4,TN,Tennessee,Giles County,11478,3477,30,7.25,10.74,750,459,546,627,856,973,52400,15720,23631,591,393,377,559,225,18360,21840,25080,34240,38920,8.83,10.5,12.06,16.46,18.71,49,58,67,91,103,33,39,45,61,70
COUNTY,4,TN,Tennessee,Grainger County,8865,1882,21,7.25,10.96,750,403,503,613,832,835,46500,13950,24273,607,349,377,570,225,16120,20120,24520,33280,33400,7.75,9.67,11.79,16,16.06,43,53,65,88,89,28,35,43,58,59
COUNTY,4,TN,Tennessee,Greene County,27461,7750,28,7.25,11.44,750,458,461,613,784,928,48200,14460,23794,595,362,377,595,225,18320,18440,24520,31360,37120,8.81,8.87,11.79,15.08,17.85,49,49,65,83,98,31,31,41,53,62
COUNTY,4,TN,Tennessee,Grundy County,5012,1178,24,7.25,9.01,750,449,506,613,874,903,37200,11160,20864,522,279,377,469,225,17960,20240,24520,34960,36120,8.63,9.73,11.79,16.81,17.37,48,54,65,93,96,38,43,52,75,77
COUNTY,4,TN,Tennessee,Hamblen County,24442,8250,34,7.25,10.98,750,489,511,677,932,935,50900,15270,24057,601,382,377,571,225,19560,20440,27080,37280,37400,9.4,9.83,13.02,17.92,17.98,52,54,72,99,99,34,36,47,65,65
COUNTY,4,TN,Tennessee,Hamilton County,137309,48631,35,7.25,13.49,750,542,656,806,1053,1302,61700,18510,30233,756,463,377,701,225,21680,26240,32240,42120,52080,10.42,12.62,15.5,20.25,25.04,58,70,86,112,138,31,37,46,60,74
COUNTY,4,TN,Tennessee,Hancock County,2751,630,23,7.25,7.46,750,449,504,613,884,1080,37300,11190,17008,425,280,377,388,225,17960,20160,24520,35360,43200,8.63,9.69,11.79,17,20.77,48,53,65,94,115,46,52,63,91,111
COUNTY,4,TN,Tennessee,Hardeman County,8592,2465,29,7.25,12.96,750,449,461,613,825,913,43900,13170,23486,587,329,377,674,225,17960,18440,24520,33000,36520,8.63,8.87,11.79,15.87,17.56,48,49,65,88,97,27,27,36,49,54
COUNTY,4,TN,Tennessee,Hardin County,9940,2246,23,7.25,12.34,750,499,512,681,854,1003,47800,14340,21149,529,359,377,641,225,19960,20480,27240,34160,40120,9.6,9.85,13.1,16.42,19.29,53,54,72,91,106,31,32,42,53,63
COUNTY,4,TN,Tennessee,Hawkins County,23001,5866,26,7.25,11.59,750,505,514,684,903,982,54800,16440,23106,578,411,377,603,225,20200,20560,27360,36120,39280,9.71,9.88,13.15,17.37,18.88,54,55,73,96,104,34,34,45,60,65
COUNTY,4,TN,Tennessee,Haywood County,7056,2753,39,7.25,10.89,750,494,507,674,906,1059,46900,14070,20970,524,352,377,566,225,19760,20280,26960,36240,42360,9.5,9.75,12.96,17.42,20.37,52,54,72,96,112,35,36,48,64,75
COUNTY,4,TN,Tennessee,Henderson County,10695,3053,29,7.25,9.83,750,493,506,673,844,917,50500,15150,23198,580,379,377,511,225,19720,20240,26920,33760,36680,9.48,9.73,12.94,16.23,17.63,52,54,71,90,97,39,40,53,66,72
COUNTY,4,TN,Tennessee,Henry County,13503,3597,27,7.25,10.95,750,449,461,613,830,957,49600,14880,24654,616,372,377,570,225,17960,18440,24520,33200,38280,8.63,8.87,11.79,15.96,18.4,48,49,65,88,102,32,32,43,58,67
COUNTY,4,TN,Tennessee,Hickman County,8855,2101,24,7.25,8.87,750,533,603,739,927,1087,48000,14400,18576,464,360,377,461,225,21320,24120,29560,37080,43480,10.25,11.6,14.21,17.83,20.9,57,64,78,98,115,46,52,64,80,94
COUNTY,4,TN,Tennessee,Houston County,3106,729,23,7.25,9.63,750,449,534,613,769,859,49600,14880,26027,651,372,377,501,225,17960,21360,24520,30760,34360,8.63,10.27,11.79,14.79,16.52,48,57,65,82,91,36,43,49,61,69
COUNTY,4,TN,Tennessee,Humphreys County,6936,1609,23,7.25,10.58,750,484,524,661,847,914,57600,17280,19190,480,432,377,550,225,19360,20960,26440,33880,36560,9.31,10.08,12.71,16.29,17.58,51,56,70,90,97,35,38,48,62,66
COUNTY,4,TN,Tennessee,Jackson County,4522,1070,24,7.25,11.22,750,449,461,613,866,903,41100,12330,21231,531,308,377,584,225,17960,18440,24520,34640,36120,8.63,8.87,11.79,16.65,17.37,48,49,65,92,96,31,32,42,59,62
COUNTY,4,TN,Tennessee,Jefferson County,19767,5248,27,7.25,14.26,750,489,511,677,932,935,50900,15270,31334,783,382,377,742,225,19560,20440,27080,37280,37400,9.4,9.83,13.02,17.92,17.98,52,54,72,99,99,26,28,37,50,50
COUNTY,4,TN,Tennessee,Johnson County,6915,1720,25,7.25,11.38,750,449,534,613,769,903,44800,13440,16416,410,336,377,592,225,17960,21360,24520,30760,36120,8.63,10.27,11.79,14.79,17.37,48,57,65,82,96,30,36,41,52,61
COUNTY,4,TN,Tennessee,Knox County,181336,65272,36,7.25,13.23,750,549,694,846,1097,1417,66600,19980,30255,756,500,377,688,225,21960,27760,33840,43880,56680,10.56,13.35,16.27,21.1,27.25,58,74,90,116,150,32,40,49,64,82
COUNTY,4,TN,Tennessee,Lake County,2145,860,40,7.25,7.93,750,449,534,613,832,835,41100,12330,17393,435,308,377,412,225,17960,21360,24520,33280,33400,8.63,10.27,11.79,16,16.06,48,57,65,88,89,44,52,59,81,81
